seq,rtt_us,status,rxq_drops_delta
932,1426.850,ok,0
933,1435.977,ok,0
934,1424.456,ok,0
935,1429.355,ok,0
936,1428.523,ok,0
937,1441.508,ok,0
938,1450.014,ok,0
939,1436.518,ok,0
940,1432.761,ok,0
941,1513.081,ok,0
942,1431.479,ok,0
943,1433.162,ok,0
944,1414.226,ok,0
945,1437.009,ok,0
946,1439.644,ok,0
947,1434.064,ok,0
948,1433.583,ok,0
949,1429.445,ok,0
950,1429.285,ok,0
951,1434.104,ok,0
952,1454.562,ok,0
953,1450.685,ok,0
954,1433.263,ok,0
955,1446.707,ok,0
956,1429.976,ok,0
957,1432.030,ok,0
958,1432.100,ok,0
959,1430.206,ok,0
960,1436.728,ok,0
961,1433.312,ok,0
962,1438.752,ok,0
963,1435.286,ok,0
964,1434.024,ok,0
965,1458.500,ok,0
966,1432.490,ok,0
967,1430.046,ok,0
968,1433.603,ok,0
969,1430.427,ok,0
970,1434.815,ok,0
971,1437.340,ok,0
972,1433.192,ok,0
973,1430.437,ok,0
974,1430.377,ok,0
975,1431.639,ok,0
976,1622.827,ok,0
977,1459.001,ok,0
978,1430.998,ok,0
979,1431.399,ok,0
980,1430.317,ok,0
981,1432.621,ok,0
982,1442.360,ok,0
983,1431.068,ok,0
984,1436.108,ok,0
985,1435.336,ok,0
986,1437.640,ok,0
987,1433.954,ok,0
988,1577.212,ok,0
989,1433.182,ok,0
990,1432.632,ok,0
991,1439.303,ok,0
992,1438.362,ok,0
993,1436.388,ok,0
994,1432.781,ok,0
995,1430.257,ok,0
996,1430.417,ok,0
997,1429.265,ok,0
998,1435.847,ok,0
999,1403.115,ok,0
1000,1638.036,ok,0
1001,1432.290,ok,0
1002,1546.885,ok,0
1003,1435.346,ok,0
1004,1425.578,ok,0
1005,1433.273,ok,0
1006,1435.015,ok,0
1007,1436.479,ok,0
1008,1402.675,ok,0
1009,1423.104,ok,0
1010,1434.554,ok,0
1011,1435.316,ok,0
1012,1534.712,ok,0
1013,1420.749,ok,0
1014,1403.707,ok,0
1015,1426.229,ok,0
1016,1434.144,ok,0
1017,1399.359,ok,0
1018,1423.013,ok,0
1019,1431.980,ok,0
1020,1433.292,ok,0
1021,1442.560,ok,0
1022,1397.796,ok,0
1023,1427.011,ok,0
1024,1438.422,ok,0
1025,1497.953,ok,0
1026,1399.729,ok,0
1027,1422.041,ok,0
1028,1432.531,ok,0
1029,1432.911,ok,0
1030,1429.746,ok,0
1031,1435.356,ok,0
1032,1435.376,ok,0
1033,1433.613,ok,0
1034,1425.157,ok,0
1035,1435.446,ok,0
1036,1459.181,ok,0
1037,1435.707,ok,0
1038,1430.467,ok,0
1039,1426.059,ok,0
1040,1434.725,ok,0
1041,1426.810,ok,0
1042,1432.531,ok,0
1043,1450.554,ok,0
1044,1427.982,ok,0
1045,1430.999,ok,0
1046,1429.064,ok,0
1047,1430.417,ok,0
1048,1433.403,ok,0
1049,1437.249,ok,0
1050,1432.941,ok,0
1051,1433.001,ok,0
1052,1434.154,ok,0
1053,1430.327,ok,0
1054,1430.568,ok,0
1055,1431.278,ok,0
1056,1431.709,ok,0
1057,1432.130,ok,0
1058,1431.709,ok,0
1059,1768.449,ok,0
1060,1478.367,ok,0
1061,1424.586,ok,0
1062,1430.938,ok,0
1063,1437.330,ok,0
1064,1432.731,ok,0
1065,1432.150,ok,0
