seq,rtt_us,status,rxq_drops_delta
1108,1409.628,ok,0
1109,1378.861,ok,0
1110,1373.881,ok,0
1111,1406.542,ok,0
1112,1406.943,ok,0
1113,1399.249,ok,0
1114,1385.042,ok,0
1115,1377.338,ok,0
1116,1388.037,ok,0
1117,1389.711,ok,0
1118,1410.119,ok,0
1119,1377.828,ok,0
1120,1381.175,ok,0
1121,1382.838,ok,0
1122,1404.208,ok,0
1123,1408.105,ok,0
1124,1409.398,ok,0
1125,1379.823,ok,0
1126,1395.411,ok,0
1127,1376.286,ok,0
1128,1372.468,ok,0
1129,1419.086,ok,0
1130,1370.875,ok,0
1131,1424.105,ok,0
1132,1397.054,ok,0
1133,1385.984,ok,0
1134,1378.049,ok,0
1135,1655.959,ok,0
1136,1392.597,ok,0
1137,1387.437,ok,0
1138,1379.011,ok,0
1139,1376.296,ok,0
1140,1386.565,ok,0
1141,1377.809,ok,0
1142,1363.662,ok,0
1143,1430.757,ok,0
1144,1477.805,ok,0
